candidate_id,graph_id,vertices,use_reduction,hop_key,target_k,rank,n_vertices,n_edges,n_directed,n_vars,n_couplings,max_degree,degeneracy,degeneracy_sec,tw_min_degree,tw_min_degree_sec,tw_min_fill_in,tw_min_fill_in_sec,embeddable,physical_qubits,max_chain_length,embed_sec,attempts,timeout_sec,rechecked,first_timeout_sec
v300_s0_p0__h2__red__k2__mid,v300_s0_p0,300,True,h2,2,mid,145,354,39,354,1697,17,10,0.0018582,30,0.0221532,27,0.258672,True,1185,9,11.989,1,60,,
v300_s0_p0__h2__red__k2__min,v300_s0_p0,300,True,h2,2,min,23,46,10,46,180,10,5,0.0002618,12,0.0008457,10,0.0023632,True,88,3,0.596905,1,60,,
v300_s0_p0__h2__red__k32__max,v300_s0_p0,300,True,h2,32,max,30,47,20,47,174,13,7,0.0003365,10,0.0011643,10,0.0051322,True,82,3,0.608404,1,60,,
v300_s0_p0__h2__red__k32__mid,v300_s0_p0,300,True,h2,32,mid,8,5,8,5,5,3,2,7.83e-05,2,0.0001197,2,4.98e-05,True,5,1,0.0749434,1,60,,
v300_s0_p0__h2__red__k3__max,v300_s0_p0,300,True,h2,3,max,220,549,66,549,2571,15,9,0.0036345,30,0.0434902,28,0.702617,True,1628,7,10.3321,1,60,,
v300_s0_p0__h2__red__k3__mid,v300_s0_p0,300,True,h2,3,mid,108,255,33,255,1201,17,10,0.0012116,26,0.0110317,24,0.134385,True,665,5,4.39667,1,60,,
v300_s0_p0__h2__red__k3__min,v300_s0_p0,300,True,h2,3,min,5,2,5,2,1,1,1,6.77e-05,1,7.44e-05,1,2.33e-05,True,2,1,0.0511252,1,60,,
v300_s0_p0__h2__red__k48__max,v300_s0_p0,300,True,h2,48,max,30,37,28,37,101,11,7,0.0007667,7,0.0014216,7,0.0009867,True,50,2,0.321401,1,60,,
v300_s0_p0__h2__red__k48__mid,v300_s0_p0,300,True,h2,48,mid,6,3,6,3,2,2,1,0.0001419,1,0.0001437,1,5.06e-05,True,3,1,0.0536982,1,60,,
v300_s0_p0__h2__red__k48__min,v300_s0_p0,300,True,h2,48,min,4,1,4,0,0,0,0,1.20001e-06,0,2.43e-05,,,True,0,0,1.9e-06,0,60,,
v300_s0_p0__h2__red__k4__max,v300_s0_p0,300,True,h2,4,max,88,211,25,211,976,14,8,0.0011198,26,0.0157226,23,0.0758127,True,534,8,11.1507,1,60,,
v300_s0_p0__h2__red__k4__mid,v300_s0_p0,300,True,h2,4,mid,89,179,44,179,771,15,9,0.0007169,19,0.0053971,17,0.0425224,True,494,8,4.04414,1,60,,
v300_s0_p0__h2__red__k4__min,v300_s0_p0,300,True,h2,4,min,4,1,4,0,0,0,0,1.8e-06,0,2.89e-05,,,True,0,0,4.2e-06,0,60,,
v300_s0_p0__h2__red__k64__max,v300_s0_p0,300,True,h2,64,max,29,34,25,34,90,8,4,0.0001785,6,0.0004632,6,0.0005904,True,48,2,0.204907,1,60,,
v300_s0_p0__h2__red__k64__mid,v300_s0_p0,300,True,h2,64,mid,6,3,6,3,2,2,1,9.12e-05,1,0.0001637,1,0.0001022,True,3,1,0.0511382,1,60,,
v300_s0_p0__h2__red__k6__max,v300_s0_p0,300,True,h2,6,max,61,132,24,132,579,13,7,0.000862,19,0.0049119,15,0.0235135,True,352,7,3.58066,1,60,,
v300_s0_p0__h2__red__k6__mid,v300_s0_p0,300,True,h2,6,mid,56,101,32,101,414,15,9,0.000834,14,0.0036143,13,0.0162047,True,244,5,3.79665,1,60,,
v300_s0_p0__h2__red__k6__min,v300_s0_p0,300,True,h2,6,min,4,1,4,0,0,0,0,8.00006e-07,0,1.24e-05,,,True,0,0,8.99992e-07,0,60,,
v300_s0_p0__h2__red__k8__max,v300_s0_p0,300,True,h2,8,max,51,112,19,112,518,17,10,0.0006353,17,0.0045167,17,0.0199033,True,237,4,3.03695,1,60,,
v300_s0_p0__h2__red__k8__mid,v300_s0_p0,300,True,h2,8,mid,42,79,22,79,330,12,7,0.0005416,15,0.0037989,12,0.0103539,True,148,3,1.42083,1,60,,
v300_s0_p0__h2__red__k96__max,v300_s0_p0,300,True,h2,96,max,18,23,14,23,65,8,4,0.000201,5,0.0004525,5,0.0005755,True,34,2,0.168826,1,60,,
v300_s0_p0__h2__red__k96__mid,v300_s0_p0,300,True,h2,96,mid,5,2,5,2,1,1,1,6.6e-05,1,7.08e-05,1,2.61e-05,True,2,1,0.0463012,1,60,,
v300_s0_p0__h2__red__whole__whole,v300_s0_p0,300,True,h2,,whole,300,881,0,881,4536,17,10,0.0084256,65,0.15263,,,True,3112,11,25.8553,1,60,,
v300_s0_p30__h2+3__nored__k12__max,v300_s0_p30,300,False,h2+3,12,max,82,103,43,103,753,25,10,0.0011258,19,0.005484,19,0.0158809,True,370,7,4.21588,1,60,,
v300_s0_p30__h2+3__nored__k12__mid,v300_s0_p30,300,False,h2+3,12,mid,23,14,19,14,44,9,7,9.35e-05,7,0.000155,7,9.96e-05,True,19,2,0.147191,1,60,,
v300_s0_p30__h2+3__nored__k12__min,v300_s0_p30,300,False,h2+3,12,min,4,1,4,0,0,0,0,6.00005e-07,0,6.50001e-06,,,True,0,0,8.00006e-07,0,60,,
v300_s0_p30__h2+3__nored__k16__max,v300_s0_p30,300,False,h2+3,16,max,71,71,53,71,357,19,9,0.0004126,15,0.0017511,15,0.0032018,True,166,5,1.05581,1,60,,
v300_s0_p30__h2+3__nored__k16__mid,v300_s0_p30,300,False,h2+3,16,mid,27,17,26,17,61,12,9,0.0001718,9,0.0014259,9,0.0001658,True,26,2,0.135378,1,60,,
v300_s0_p30__h2+3__nored__k16__min,v300_s0_p30,300,False,h2+3,16,min,7,1,7,0,0,0,0,1.00001e-06,0,1.33e-05,,,True,0,0,8.00006e-07,0,60,,
v300_s0_p30__h2+3__nored__k24__max,v300_s0_p30,300,False,h2+3,24,max,54,57,38,57,307,19,9,0.0003111,15,0.0014814,15,0.0045431,True,131,4,1.98639,1,60,,
v300_s0_p30__h2+3__nored__k24__mid,v300_s0_p30,300,False,h2+3,24,mid,13,3,13,2,1,1,1,6.62e-05,1,9.22e-05,1,2.48e-05,True,2,1,0.0549595,1,60,,
v300_s0_p30__h2+3__nored__k24__min,v300_s0_p30,300,False,h2+3,24,min,4,1,4,0,0,0,0,6.00005e-07,0,9e-06,,,True,0,0,9.99993e-07,0,60,,
v300_s0_p30__h2+3__nored__k2__max,v300_s0_p30,300,False,h2+3,2,max,292,543,52,543,5163,36,13,0.0048309,65,0.13373,54,1.35153,True,3422,20,54.2959,1,60,,
v300_s0_p30__h2+3__nored__k2__mid,v300_s0_p30,300,False,h2+3,2,mid,24,17,17,17,45,8,5,0.0001385,6,0.0009085,6,0.0002184,True,22,2,0.181245,1,60,,
v300_s0_p30__h2+3__nored__k2__min,v300_s0_p30,300,False,h2+3,2,min,6,2,5,2,1,1,1,8.46e-05,1,9.09e-05,1,2.65e-05,True,2,1,0.0546279,1,60,,
v300_s0_p30__h2+3__nored__k32__max,v300_s0_p30,300,False,h2+3,32,max,50,53,32,53,288,16,9,0.0004261,12,0.0035928,11,0.0028311,True,124,4,1.26106,1,60,,
v300_s0_p30__h2+3__nored__k32__mid,v300_s0_p30,300,False,h2+3,32,mid,11,7,10,7,16,6,4,0.0001172,4,0.0001909,4,7.4e-05,True,9,2,0.0875739,1,60,,
v300_s0_p30__h2+3__nored__k32__min,v300_s0_p30,300,False,h2+3,32,min,6,1,6,1,0,0,0,5.12e-05,0,6e-06,,,True,1,1,4.09999e-06,0,60,,
v300_s0_p30__h2+3__nored__k3__max,v300_s0_p30,300,False,h2+3,3,max,213,374,48,374,3484,33,13,0.0063645,52,0.0432354,45,0.41093,True,1880,11,46.1181,1,60,,
v300_s0_p30__h2+3__nored__k3__mid,v300_s0_p30,300,False,h2+3,3,mid,93,130,39,130,995,31,12,0.0014387,25,0.0091918,23,0.0462438,True,460,7,8.71716,1,60,,
v300_s0_p30__h2+3__nored__k48__max,v300_s0_p30,300,False,h2+3,48,max,38,29,33,29,108,14,7,0.0001711,9,0.000401,9,0.0005545,True,49,3,0.300699,1,60,,
v300_s0_p30__h2+3__nored__k48__mid,v300_s0_p30,300,False,h2+3,48,mid,15,7,13,7,19,6,5,8.92e-05,5,0.0001218,5,4.58e-05,True,9,2,0.0736348,1,60,,
v300_s0_p30__h2+3__nored__k48__min,v300_s0_p30,300,False,h2+3,48,min,6,1,6,1,0,0,0,5.61e-05,0,1.2e-05,,,True,1,1,4.70001e-06,0,60,,
v300_s0_p30__h2+3__nored__k4__max,v300_s0_p30,300,False,h2+3,4,max,254,432,70,432,3865,35,12,0.0032144,41,0.044514,35,0.59232,True,2096,10,42.2248,1,60,,
v300_s0_p30__h2+3__nored__k4__mid,v300_s0_p30,300,False,h2+3,4,mid,82,108,38,108,732,29,10,0.0011663,25,0.0064331,21,0.0202232,True,348,6,5.51696,1,60,,
v300_s0_p30__h2+3__nored__k4__min,v300_s0_p30,300,False,h2+3,4,min,7,1,7,1,0,0,0,5.43e-05,0,6.1e-06,,,True,1,1,3.7e-06,0,60,,
v300_s0_p30__h2+3__nored__k64__max,v300_s0_p30,300,False,h2+3,64,max,35,24,32,24,84,11,6,0.0001964,7,0.0004551,7,0.0005265,True,36,3,0.176886,1,60,,
v300_s0_p30__h2+3__nored__k64__mid,v300_s0_p30,300,False,h2+3,64,mid,10,5,9,5,8,4,3,7.55e-05,3,0.0001104,3,4.89e-05,True,5,1,0.0882198,1,60,,
v300_s0_p30__h2+3__nored__k6__max,v300_s0_p30,300,False,h2+3,6,max,106,116,66,116,638,20,8,0.0025834,13,0.0043203,13,0.0099077,True,306,5,2.90241,1,60,,
v300_s0_p30__h2+3__nored__k6__mid,v300_s0_p30,300,False,h2+3,6,mid,21,18,12,18,58,9,6,0.0001073,8,0.000223,7,0.0002872,True,26,2,0.114845,1,60,,
v300_s0_p30__h2+3__nored__k6__min,v300_s0_p30,300,False,h2+3,6,min,5,2,4,2,1,1,1,6.84e-05,1,8.27e-05,1,4.31e-05,True,2,1,0.0497416,1,60,,
v300_s0_p30__h2+3__nored__k8__max,v300_s0_p30,300,False,h2+3,8,max,135,163,80,163,1136,28,12,0.001422,22,0.0081792,24,0.0304372,True,508,6,11.3702,1,60,,
v300_s0_p30__h2+3__nored__k8__mid,v300_s0_p30,300,False,h2+3,8,mid,48,55,27,55,390,27,12,0.0004383,16,0.0011096,16,0.0030888,True,169,6,1.60378,1,60,,
v300_s0_p30__h2+3__nored__k8__min,v300_s0_p30,300,False,h2+3,8,min,9,2,9,2,1,1,1,5.47e-05,1,6.14e-05,1,1.7e-05,True,2,1,0.0542048,1,60,,
v300_s0_p30__h2+3__nored__k96__max,v300_s0_p30,300,False,h2+3,96,max,29,25,23,25,103,13,8,0.0095697,9,0.0005651,9,0.0005765,True,44,3,0.37921,1,60,,
v300_s0_p30__h2+3__nored__k96__min,v300_s0_p30,300,False,h2+3,96,min,10,1,10,1,0,0,0,6.42e-05,0,6.1e-06,,,True,1,1,5.9e-06,0,60,,
v300_s0_p30__h2+3__nored__whole__whole,v300_s0_p30,300,False,h2+3,,whole,300,617,0,617,6499,37,14,0.0064737,99,0.163447,,,True,3860,14,120.846,1,300,True,60
v300_s0_p30__h2+3__red__k12__max,v300_s0_p30,300,True,h2+3,12,max,62,65,46,65,375,20,8,0.0004099,13,0.0014142,13,0.0045713,True,175,5,2.05451,1,60,,
v300_s0_p30__h2+3__red__k12__mid,v300_s0_p30,300,True,h2+3,12,mid,33,19,31,19,75,12,6,0.0001567,8,0.0003334,8,0.000362,True,30,3,0.271917,1,60,,
v300_s0_p30__h2+3__red__k12__min,v300_s0_p30,300,True,h2+3,12,min,5,1,5,1,0,0,0,5.8e-05,0,4.99999e-06,,,True,1,1,3.6e-06,0,60,,
v300_s0_p30__h2+3__red__k16__max,v300_s0_p30,300,True,h2+3,16,max,87,96,60,96,562,19,9,0.000814,16,0.0035201,16,0.008946,True,249,5,3.06402,1,60,,
v300_s0_p30__h2+3__red__k16__mid,v300_s0_p30,300,True,h2+3,16,mid,18,20,13,20,109,16,8,0.0002773,10,0.0004698,10,0.0007017,True,45,3,0.471053,1,60,,
v300_s0_p30__h2+3__red__k24__max,v300_s0_p30,300,True,h2+3,24,max,28,35,18,35,218,20,9,0.0011217,16,0.0039285,14,0.0117723,True,95,4,2.12696,1,60,,
v300_s0_p30__h2+3__red__k24__mid,v300_s0_p30,300,True,h2+3,24,mid,18,13,15,13,49,10,6,0.0002816,7,0.0003257,7,0.0002958,True,19,2,0.127062,1,60,,
v300_s0_p30__h2+3__red__k2__max,v300_s0_p30,300,True,h2+3,2,max,136,239,43,239,2184,34,13,0.0026938,39,0.0197195,34,0.157946,True,1230,11,11.4758,1,60,,
v300_s0_p30__h2+3__red__k2__mid,v300_s0_p30,300,True,h2+3,2,mid,101,157,40,157,1335,32,12,0.001729,37,0.0112403,31,0.0592598,True,654,8,12.774,1,60,,
v300_s0_p30__h2+3__red__k2__min,v300_s0_p30,300,True,h2+3,2,min,10,2,10,2,0,0,0,4.12e-05,0,5.7e-06,,,True,2,1,4e-06,0,60,,
v300_s0_p30__h2+3__red__k32__max,v300_s0_p30,300,True,h2+3,32,max,100,78,87,78,310,15,8,0.0006917,10,0.0020292,10,0.0068739,True,140,3,1.58349,1,60,,
v300_s0_p30__h2+3__red__k32__mid,v300_s0_p30,300,True,h2+3,32,mid,17,7,16,7,12,5,3,9.33e-05,3,0.0001674,3,8.14e-05,True,7,2,0.076484,1,60,,
v300_s0_p30__h2+3__red__k3__max,v300_s0_p30,300,True,h2+3,3,max,192,324,79,324,2806,34,13,0.0031474,33,0.0380423,28,0.264342,True,1626,16,58.206,1,60,,
v300_s0_p30__h2+3__red__k3__mid,v300_s0_p30,300,True,h2+3,3,mid,14,15,10,15,68,12,7,0.0001363,9,0.0002361,9,0.0002815,True,32,3,0.180884,1,60,,
v300_s0_p30__h2+3__red__k3__min,v300_s0_p30,300,True,h2+3,3,min,4,1,4,0,0,0,0,6.00005e-07,0,8.50001e-06,,,True,0,0,8.99992e-07,0,60,,
v300_s0_p30__h2+3__red__k48__max,v300_s0_p30,300,True,h2+3,48,max,46,35,44,35,137,13,7,0.0002497,9,0.0005855,9,0.0008068,True,62,3,0.346761,1,60,,
v300_s0_p30__h2+3__red__k48__mid,v300_s0_p30,300,True,h2+3,48,mid,11,6,11,6,12,5,3,9.39e-05,3,0.000124,3,5.24e-05,True,7,2,0.0678489,1,60,,
v300_s0_p30__h2+3__red__k48__min,v300_s0_p30,300,True,h2+3,48,min,6,1,6,1,0,0,0,4.05e-05,0,5.7e-06,,,True,1,1,3.8e-06,0,60,,
v300_s0_p30__h2+3__red__k4__max,v300_s0_p30,300,True,h2+3,4,max,93,147,40,147,1260,33,12,0.0012417,39,0.006842,26,0.0468394,True,688,10,12.041,1,60,,
v300_s0_p30__h2+3__red__k4__mid,v300_s0_p30,300,True,h2+3,4,mid,15,3,15,3,1,1,1,5.91e-05,1,7.9e-05,1,3.25e-05,True,2,1,0.0516641,1,60,,
v300_s0_p30__h2+3__red__k4__min,v300_s0_p30,300,True,h2+3,4,min,4,1,4,0,0,0,0,6.00005e-07,0,5.50001e-06,,,True,0,0,8.00006e-07,0,60,,
v300_s0_p30__h2+3__red__k64__max,v300_s0_p30,300,True,h2+3,64,max,36,26,33,26,109,14,8,0.0001802,9,0.0003866,9,0.0006114,True,49,3,0.278705,1,60,,
v300_s0_p30__h2+3__red__k64__mid,v300_s0_p30,300,True,h2+3,64,mid,8,4,7,4,5,3,2,9.87e-05,2,0.0001664,2,5.75e-05,True,4,1,0.0770258,1,60,,
v300_s0_p30__h2+3__red__k6__max,v300_s0_p30,300,True,h2+3,6,max,62,87,31,87,708,31,11,0.0011396,23,0.0032179,21,0.0173262,True,346,7,6.76246,1,60,,
v300_s0_p30__h2+3__red__k6__mid,v300_s0_p30,300,True,h2+3,6,mid,21,24,12,24,132,15,9,0.0002435,11,0.0005287,11,0.001004,True,54,4,0.517927,1,60,,
v300_s0_p30__h2+3__red__k6__min,v300_s0_p30,300,True,h2+3,6,min,11,1,11,0,0,0,0,8.00006e-07,0,1.36e-05,,,True,0,0,2.18e-05,0,60,,
v300_s0_p30__h2+3__red__k8__max,v300_s0_p30,300,True,h2+3,8,max,88,101,57,101,666,23,12,0.000653,17,0.0031973,15,0.0104708,True,308,6,4.5648,1,60,,
v300_s0_p30__h2+3__red__k8__mid,v300_s0_p30,300,True,h2+3,8,mid,10,7,8,7,19,6,5,0.0001065,5,0.0001757,5,6.08e-05,True,9,2,0.075963,1,60,,
v300_s0_p30__h2+3__red__k8__min,v300_s0_p30,300,True,h2+3,8,min,7,1,7,0,0,0,0,7.00005e-07,0,9.9e-06,,,True,0,0,8.99992e-07,0,60,,
v300_s0_p30__h2+3__red__k96__max,v300_s0_p30,300,True,h2+3,96,max,27,28,23,28,114,12,7,0.0005212,8,0.0006634,8,0.000977,True,48,3,0.400894,1,60,,
v300_s0_p30__h2+3__red__k96__mid,v300_s0_p30,300,True,h2+3,96,mid,5,2,5,2,1,1,1,7.2e-05,1,0.0001128,1,3.22e-05,True,2,1,0.0570609,1,60,,
v300_s0_p30__h2+3__red__k96__min,v300_s0_p30,300,True,h2+3,96,min,7,1,7,1,0,0,0,3.73e-05,0,4.90001e-06,,,True,1,1,4.90001e-06,0,60,,
v300_s0_p30__h2+3__red__whole__whole,v300_s0_p30,300,True,h2+3,,whole,259,576,0,576,6260,37,14,0.0053836,87,0.133715,77,1.96652,True,4468,24,149.657,1,300,True,60
v300_s0_p30__h2__nored__k12__max,v300_s0_p30,300,False,h2,12,max,157,169,101,168,442,10,5,0.0005499,7,0.0030629,6,0.0128228,True,230,3,1.15762,1,60,,
v300_s0_p30__h2__nored__k12__mid,v300_s0_p30,300,False,h2,12,mid,16,16,9,15,30,6,3,0.0001471,5,0.0002621,5,0.0002368,True,19,2,0.107409,1,60,,
v300_s0_p30__h2__nored__k16__max,v300_s0_p30,300,False,h2,16,max,60,76,35,75,203,10,5,0.0003104,7,0.0012562,6,0.005237,True,108,3,0.41704,1,60,,
v300_s0_p30__h2__nored__k16__mid,v300_s0_p30,300,False,h2,16,mid,23,16,20,15,25,5,3,0.0001222,3,0.0002519,3,0.0003513,True,16,2,0.0882441,1,60,,
v300_s0_p30__h2__nored__k16__min,v300_s0_p30,300,False,h2,16,min,7,1,7,0,0,0,0,5.9999e-07,0,7.10001e-06,,,True,0,0,5.9999e-07,0,60,,
v300_s0_p30__h2__nored__k24__max,v300_s0_p30,300,False,h2,24,max,112,109,78,108,251,10,5,0.0005642,5,0.0022686,5,0.0059787,True,140,3,0.65026,1,60,,
v300_s0_p30__h2__nored__k24__mid,v300_s0_p30,300,False,h2,24,mid,21,11,19,11,11,3,3,0.0001313,3,0.0002374,3,0.0001227,True,11,1,0.0773657,1,60,,
v300_s0_p30__h2__nored__k24__min,v300_s0_p30,300,False,h2,24,min,4,1,4,0,0,0,0,1.00001e-06,0,1.85e-05,,,True,0,0,1.19999e-06,0,60,,
v300_s0_p30__h2__nored__k2__max,v300_s0_p30,300,False,h2,2,max,241,422,57,422,1370,13,7,0.0020655,18,0.0254444,17,0.242143,True,872,7,11.6067,1,60,,
v300_s0_p30__h2__nored__k2__mid,v300_s0_p30,300,False,h2,2,mid,93,137,34,137,427,12,7,0.0005466,13,0.0034139,10,0.0143579,True,213,3,1.4921,1,60,,
v300_s0_p30__h2__nored__k2__min,v300_s0_p30,300,False,h2,2,min,4,1,4,0,0,0,0,7.99992e-07,0,1.27e-05,,,True,0,0,8.99992e-07,0,60,,
v300_s0_p30__h2__nored__k32__max,v300_s0_p30,300,False,h2,32,max,68,53,60,50,102,8,5,0.0002007,5,0.0007811,5,0.0010673,True,58,2,0.341962,1,60,,
v300_s0_p30__h2__nored__k32__mid,v300_s0_p30,300,False,h2,32,mid,11,6,11,6,6,3,2,8.9e-05,2,0.000134,2,7.18e-05,True,6,1,0.0745961,1,60,,
v300_s0_p30__h2__nored__k32__min,v300_s0_p30,300,False,h2,32,min,4,1,4,0,0,0,0,1.10001e-06,0,1.44e-05,,,True,0,0,8.99992e-07,0,60,,
v300_s0_p30__h2__nored__k3__max,v300_s0_p30,300,False,h2,3,max,222,386,59,386,1249,12,7,0.0014334,18,0.014231,13,0.164127,True,782,5,9.29255,1,60,,
v300_s0_p30__h2__nored__k3__mid,v300_s0_p30,300,False,h2,3,mid,101,152,35,151,464,13,7,0.0005321,13,0.0036697,12,0.01529,True,308,5,2.64031,1,60,,
v300_s0_p30__h2__nored__k3__min,v300_s0_p30,300,False,h2,3,min,10,6,8,6,9,4,2,8.84e-05,3,0.0001358,3,6.7e-05,True,6,1,0.0719092,1,60,,
v300_s0_p30__h2__nored__k48__max,v300_s0_p30,300,False,h2,48,max,64,49,53,47,94,6,5,0.0002485,5,0.0008175,5,0.0011472,True,54,2,0.182135,1,60,,
v300_s0_p30__h2__nored__k48__mid,v300_s0_p30,300,False,h2,48,mid,11,6,10,6,9,5,3,7.01e-05,3,0.0001021,3,4.5e-05,True,6,1,0.0643912,1,60,,
v300_s0_p30__h2__nored__k48__min,v300_s0_p30,300,False,h2,48,min,4,1,4,0,0,0,0,9.00007e-07,0,1.39e-05,,,True,0,0,1.00001e-06,0,60,,
v300_s0_p30__h2__nored__k4__max,v300_s0_p30,300,False,h2,4,max,143,218,54,218,703,13,7,0.0011421,13,0.0087838,13,0.0476122,True,391,4,3.26053,1,60,,
v300_s0_p30__h2__nored__k4__mid,v300_s0_p30,300,False,h2,4,mid,88,133,29,133,383,11,6,0.0009179,11,0.0035502,9,0.0128262,True,228,4,1.68253,1,60,,
v300_s0_p30__h2__nored__k4__min,v300_s0_p30,300,False,h2,4,min,4,1,4,0,0,0,0,9.00007e-07,0,1.24e-05,,,True,0,0,9.99993e-07,0,60,,
v300_s0_p30__h2__nored__k64__max,v300_s0_p30,300,False,h2,64,max,30,19,26,19,23,4,3,0.0001138,3,0.0002359,3,0.0001663,True,20,2,0.0852221,1,60,,
v300_s0_p30__h2__nored__k64__mid,v300_s0_p30,300,False,h2,64,mid,9,5,9,4,6,3,3,7.81e-05,3,8.21e-05,3,2.8e-05,True,4,1,0.0654608,1,60,,
v300_s0_p30__h2__nored__k64__min,v300_s0_p30,300,False,h2,64,min,4,1,4,0,0,0,0,1.09999e-06,0,1.42e-05,,,True,0,0,1.09999e-06,0,60,,
v300_s0_p30__h2__nored__k6__max,v300_s0_p30,300,False,h2,6,max,105,158,45,158,479,10,5,0.000619,10,0.00382,10,0.017864,True,243,3,1.69417,1,60,,
v300_s0_p30__h2__nored__k6__mid,v300_s0_p30,300,False,h2,6,mid,22,25,13,25,59,9,5,0.0001886,5,0.0004475,5,0.0005513,True,33,2,0.134286,1,60,,
v300_s0_p30__h2__nored__k6__min,v300_s0_p30,300,False,h2,6,min,4,1,4,0,0,0,0,7.99992e-07,0,1.17e-05,,,True,0,0,8.99992e-07,0,60,,
v300_s0_p30__h2__nored__k8__max,v300_s0_p30,300,False,h2,8,max,138,166,75,166,423,10,6,0.0004849,7,0.0028991,7,0.020012,True,229,3,1.36136,1,60,,
v300_s0_p30__h2__nored__k8__mid,v300_s0_p30,300,False,h2,8,mid,15,12,12,12,16,4,3,0.0001013,3,0.0001756,3,8.92e-05,True,12,1,0.0910889,1,60,,
v300_s0_p30__h2__nored__k96__max,v300_s0_p30,300,False,h2,96,max,35,19,33,18,27,5,3,0.0001238,3,0.00028,3,0.0002776,True,20,2,0.0909579,1,60,,
v300_s0_p30__h2__nored__k96__mid,v300_s0_p30,300,False,h2,96,mid,10,3,10,3,3,2,2,9.35e-05,2,0.0001234,2,2.67e-05,True,3,1,0.0932229,1,60,,
v300_s0_p30__h2__nored__k96__min,v300_s0_p30,300,False,h2,96,min,9,1,9,0,0,0,0,9.00007e-07,0,1.38e-05,,,True,0,0,1.09999e-06,0,60,,
v300_s0_p30__h2__nored__whole__whole,v300_s0_p30,300,False,h2,,whole,300,617,0,617,2209,13,7,0.0026797,35,0.0386172,,,True,1566,8,21.9373,1,60,,
v300_s0_p30__h2__red__k12__max,v300_s0_p30,300,True,h2,12,max,97,101,76,98,268,12,7,0.0003202,7,0.0014631,7,0.0043219,True,145,3,0.43638,1,60,,
v300_s0_p30__h2__red__k12__mid,v300_s0_p30,300,True,h2,12,mid,37,29,29,28,68,9,5,0.000146,5,0.0005864,5,0.0006053,True,37,3,0.182175,1,60,,
v300_s0_p30__h2__red__k12__min,v300_s0_p30,300,True,h2,12,min,9,1,9,0,0,0,0,1.19999e-06,0,1.39e-05,,,True,0,0,1.7e-06,0,60,,
v300_s0_p30__h2__red__k16__max,v300_s0_p30,300,True,h2,16,max,60,61,41,59,157,8,5,0.0002324,5,0.0007954,5,0.0014435,True,85,3,0.408559,1,60,,
v300_s0_p30__h2__red__k16__mid,v300_s0_p30,300,True,h2,16,mid,23,20,19,20,41,7,5,0.000172,5,0.0003708,5,0.0004034,True,24,2,0.129116,1,60,,
v300_s0_p30__h2__red__k24__max,v300_s0_p30,300,True,h2,24,max,59,71,42,70,189,10,6,0.0003277,8,0.0010152,6,0.0027461,True,102,3,0.363772,1,60,,
v300_s0_p30__h2__red__k24__mid,v300_s0_p30,300,True,h2,24,mid,16,16,13,16,38,9,5,0.000133,5,0.0003115,5,0.0005707,True,19,2,0.10715,1,60,,
v300_s0_p30__h2__red__k24__min,v300_s0_p30,300,True,h2,24,min,4,1,4,0,0,0,0,8.99992e-07,0,1.4e-05,,,True,0,0,8.99992e-07,0,60,,
v300_s0_p30__h2__red__k2__max,v300_s0_p30,300,True,h2,2,max,144,273,36,273,940,12,7,0.0010372,18,0.0095414,12,0.0863653,True,551,5,6.90268,1,60,,
v300_s0_p30__h2__red__k2__mid,v300_s0_p30,300,True,h2,2,mid,92,135,38,134,388,10,5,0.0006711,10,0.0042646,9,0.01187,True,202,3,1.48365,1,60,,
v300_s0_p30__h2__red__k2__min,v300_s0_p30,300,True,h2,2,min,63,111,21,110,371,11,6,0.0004311,11,0.0026461,11,0.0098248,True,223,4,1.44974,1,60,,
v300_s0_p30__h2__red__k32__max,v300_s0_p30,300,True,h2,32,max,41,41,34,41,105,10,6,0.0001686,6,0.0005742,6,0.0006872,True,56,3,0.273926,1,60,,
v300_s0_p30__h2__red__k32__mid,v300_s0_p30,300,True,h2,32,mid,21,10,19,10,18,6,3,7.81e-05,3,0.0001313,3,0.0001319,True,12,2,0.0757953,1,60,,
v300_s0_p30__h2__red__k3__max,v300_s0_p30,300,True,h2,3,max,191,347,59,347,1164,11,6,0.0013472,19,0.0123361,15,0.12688,True,708,5,10.6324,1,60,,
v300_s0_p30__h2__red__k3__mid,v300_s0_p30,300,True,h2,3,mid,74,101,37,101,288,9,5,0.0027308,8,0.003264,8,0.0134237,True,156,3,1.46752,1,60,,
v300_s0_p30__h2__red__k3__min,v300_s0_p30,300,True,h2,3,min,34,56,13,56,170,9,5,0.0002491,9,0.0028298,9,0.0043528,True,90,3,0.339407,1,60,,
v300_s0_p30__h2__red__k48__max,v300_s0_p30,300,True,h2,48,max,25,29,16,29,63,7,4,0.0001488,4,0.0004548,4,0.0005104,True,35,2,0.140396,1,60,,
v300_s0_p30__h2__red__k48__mid,v300_s0_p30,300,True,h2,48,mid,9,6,9,6,7,4,2,0.0001324,2,0.0002778,2,0.000116,True,6,1,0.0709785,1,60,,
v300_s0_p30__h2__red__k48__min,v300_s0_p30,300,True,h2,48,min,7,1,7,0,0,0,0,9.00007e-07,0,1.38e-05,,,True,0,0,1.09999e-06,0,60,,
v300_s0_p30__h2__red__k4__max,v300_s0_p30,300,True,h2,4,max,204,350,79,350,1163,13,7,0.0015628,15,0.0131692,12,0.134073,True,619,4,4.64187,1,60,,
