graph_id,vertices,remove_ratio_target,run_id,hop_key,use_reduction,rep,apsp_sum,flow_score,elapsed_sec,orientation_bits
v100_s3_p10,100,0.1,v100_s3_p10__h2__red__whole__r0,h2,True,0,1.3453403078403063,50.0,2.175744875014061,100010101001001101001001111100011010011010101010110001110010011000110101011100110001011010001110110010011011000100011010010110110000100011011000101000011011001110101110000101011011001111100000111110001010011101001111010001101010100101010100111010110101010001
v100_s4_p10,100,0.1,v100_s4_p10__h2__nored__whole__r0,h2,False,0,1.330404000320665,48.0,2.077569792018039,1000101001010011000111001101100101011000101010110011000110001001010110000111101001001100101011010101001010110001001010101100100111000011011010010101110010010100100111001100101001010011000110100101001010000011101011011110110111101010001011000010010010011001
v100_s5_p10,100,0.1,v100_s5_p10__h2__nored__whole__r0,h2,False,0,1.3324772727272736,46.0,2.228907665994484,001100111100010101010101101010010100110110010100111100001101010110001101100111110000101101010110010101011001010101011000110110001011100101010101100000111110110101110010011010100001100011001011100110001101011011100010101110010101001011000000111111011100010
v100_s6_p10,100,0.1,v100_s6_p10__h2__nored__whole__r0,h2,False,0,1.3358891694724953,46.0,2.172306624997873,0101010011001111000111100011001000011100110010100101001111011000110000111110001101100011011000100100110001110010011010101100101100111101101010101110111001010110001101010101001001111010011110111010001000100110001110101001100110000011001001111111011100001001
v100_s7_p10,100,0.1,v100_s7_p10__h2__nored__whole__r0,h2,False,0,1.36048965848965,48.0,2.1526991660066415,1100101110010100001110001010110100010111110001110010101001100111001101001000111100010101001101001011100011011000001111001001110001110110101010101101011010010111010110100111100111001110111000000110010010011001000010100100001010110001111000111011011000111100
v100_s8_p10,100,0.1,v100_s8_p10__h2__nored__whole__r0,h2,False,0,1.344152076318742,48.0,2.1468339169805404,110011000110101000110011010100101001010010101101101001000111101101001110110100011001101001101000101110001011001101000011001011100111001101000100111001110001001010011100111100001100101010101011100100110101001100111001110111101101111001011100111000101111
v100_s9_p10,100,0.1,v100_s9_p10__h2__nored__whole__r0,h2,False,0,1.3329324595157865,52.0,2.1903111250139773,10101001101101011101101011100011011010111000011010010001101100110010101101100011011000110110011101011100101101111001000001110110010100111011001100001011011010011110111100101101101100010111100010100000110001001101000000101001011111001001001000011001001101011
v100_s0_p30,100,0.3,v100_s0_p30__h2__nored__whole__r0,h2,False,0,1.4764291726791763,48.0,1.4968392500013579,0010101010110010100100110110000101011101101010111010010101100011010110110011100001110101010001011100101110110010110011010100110011011001010111100110111001100010111011000001100011001100111110011010100
v100_s1_p30,100,0.3,v100_s1_p30__h2__red__whole__r0,h2,True,0,1.4723262604399,42.0,1.27545258300961,10100111000010100111001001001011001001100111010101000101101010100011100011001011011010000111000011001100111000101011010001111011100101011010100110110111011000110011100100000000101011111010111001101
v100_s2_p30,100,0.3,v100_s2_p30__h2__nored__whole__r0,h2,False,0,1.4963399033626335,46.0,1.74009120799019,1001001110100101010100111001011010100101011010010010101011101010100100111010101011100011001001010101011010100100010110010111001100111000100101110100001110100101111101001000111101000101100101010101100
v100_s3_p30,100,0.3,v100_s3_p30__h3__nored__whole__r0,h3,False,0,1.4801476671476643,48.0,1.9169477079994977,110010001011100100011111100011100011010110000111010111101010111000010011101011011011011010111001010011100001010100011110101001111000110101001010100011010001111001100101001011111011101001100011011101011
v100_s4_p30,100,0.3,v100_s4_p30__h2__red__whole__r0,h2,True,0,1.4710375982042607,38.0,1.3269293339981232,1100001011001010110010011001011001100111001101101001111100101010111010110010001000011101100110110110100101000101110110111001111001101010011011011011100010111001110101010100011110101101011101001001100
v100_s5_p30,100,0.3,v100_s5_p30__h2__nored__whole__r0,h2,False,0,1.4926891534391513,48.0,1.7524541250022594,101010011101000110101001010111100110110011110001100111100011100110101100110010001011000101001011001011010011011001101101100110111100101100001110001010000001110001110111011101100011001100011100010001
v100_s6_p30,100,0.3,v100_s6_p30__h2__nored__whole__r0,h2,False,0,1.4379450311192736,48.0,1.7839472920168191,0110110000111010110011100110100101100111001010100110011000010101010110110000111010010111001100101101110100111010000010111010011100101110011011110000110110111101001110001110011011001011000000000100100
v100_s7_p30,100,0.3,v100_s7_p30__h2__nored__whole__r0,h2,False,0,1.4665793650793673,48.0,1.8224254170199856,1010001111100011001101010100111010011100011111001001100010101011000111101011011010110110111001110100101001110010111000100110110110101110011010011100111100110110100111101100110101001001010100100001000
v100_s8_p30,100,0.3,v100_s8_p30__h2__nored__whole__r0,h2,False,0,1.5088039704403382,46.0,1.7793806249974295,0101001101001010001100100111010001101001000110110100110101000011001111001101110010011001101000111010001101000101011001010011000101010001011110101100110101111000100010110110110101010001101010100000
v100_s9_p30,100,0.3,v100_s9_p30__h3__nored__whole__r0,h3,False,0,1.46242645429767,52.0,2.0083030000096187,10101100100100110001010111100010110010110011000110100011101101101000100110011100110101010111101100011010001111111100101010010101001010001100110101001000100010110010110000100101110100100110100101011011
v100_s0_p50,100,0.5,v100_s0_p50__h3__nored__whole__r0,h3,False,0,1.8700001042728323,42.0,0.7911009580129758,0111001110001011010110000110101001000100110111010010111001100110111100010111111001101101010001000011101001011101110011010101110000101010010001
v100_s1_p50,100,0.5,v100_s1_p50__h3__nored__whole__r0,h3,False,0,1.876111804161052,26.0,0.9794162499892991,001101010101001110010011010011100110101011101100010110101101010110100010110001010110010101000011010100001010011010100001001010011001011110101
v100_s2_p50,100,0.5,v100_s2_p50__h2+3__nored__whole__r0,h2+3,False,0,1.7626901639325963,30.0,1.518450791016221,10001110010111010100100010101011001001010101101010010101001110101010101011010110011000110010010001001010100010010110011000100000111011011101111
v100_s3_p50,100,0.5,v100_s3_p50__h2__red__whole__r0,h2,True,0,1.9416277984081054,42.0,0.3789724170055706,11001100101100100101100011101100111100100100110010001011101000101010100111000101011010110111001001000100101110010000111101101011010011011010101
v100_s4_p50,100,0.5,v100_s4_p50__h3__nored__whole__r0,h3,False,0,1.7492731402996577,36.0,1.2796651659882627,1001010110110010010101010011001011010101011001001010111011010011001101001011011011010010000111001100101101011010001001011000010001101010010110
v100_s5_p50,100,0.5,v100_s5_p50__h3__nored__whole__r0,h3,False,0,1.770232886361676,32.0,1.2205143329920247,101001101110100110011001001010100001001110010100101001101001011001101001110011010001011110101000101011000000111111110000110001001101000101100
v100_s6_p50,100,0.5,v100_s6_p50__h2+3__nored__whole__r0,h2+3,False,0,1.808653043785625,36.0,0.9081938329909462,1010100111001011100101010001100100111001001100101100100001011000101010100011000111010110100110100111101011100101011101000010011010001110011011
